482693,4.925,Venice_Veneto,608
577645,4.88571,Venice_Veneto,310
558796,4.86835,Venice_Veneto,166
571526,4.8381,Venice_Veneto,177
233394,4.83471,Venice_Veneto,414
289202,4.80475,Venice_Veneto,304
514340,4.7875,Venice_Veneto,275
614361,4.71852,Venice_Veneto,383
224224,4.55039,Unknown,1
99762,4.53169,Unknown,370
674915,4.5,Unknown,0
93467,4.47794,Unknown,407
84064,4.45455,Unknown,342
99368,4.44843,Unknown,373
235513,4.44033,Unknown,340
80083,4.42152,Unknown,124
601762,4.39844,Unknown,639
80087,4.36301,Unknown,344
93335,4.32275,Unknown,458
277882,4.31081,Unknown,324
93534,4.30769,Unknown,438
217626,4.3038,Unknown,467
208453,4.2677,Unknown,506
222959,4.22927,Unknown,613
254605,4.21212,Unknown,296
93338,4.20619,Unknown,256
217616,4.20552,Unknown,504
93569,4.1825,Unknown,360
262330,4.17248,Unknown,401
113300,4.17073,Unknown,459
630409,4.16568,Unknown,624
99392,4.16259,Unknown,365
612263,4.15772,Unknown,388
518280,4.15506,Unknown,367
281071,4.14371,Unknown,1
217630,4.13873,Unknown,359
93435,4.10744,Unknown,282
209382,4.09691,Unknown,426
99466,4.09333,Unknown,457
264232,4.08163,Unknown,0
249712,4.06874,Unknown,428
93507,4.05101,Unknown,433
93593,4.01043,Unknown,449
579210,3.48649,Unknown,0
505846,2.27586,Unknown,0
304546,3.91525,Toshima_Tokyo_Tokyo_Prefecture_Kanto,227
632118,4,Taito_Tokyo_Tokyo_Prefecture_Kanto,80
320581,4.5894,Shibuya_Tokyo_Tokyo_Prefecture_Kanto,167
301250,4.4902,Shibuya_Tokyo_Tokyo_Prefecture_Kanto,354
307326,4.42857,Shibuya_Tokyo_Tokyo_Prefecture_Kanto,271
307381,4.13514,Shibuya_Tokyo_Tokyo_Prefecture_Kanto,288
667612,4.81818,Seminyak_Bali,285
603376,4.75,Seminyak_Bali,509
620136,4.7,Seminyak_Bali,127
594928,4.60345,Seminyak_Bali,271
301649,4.59756,Seminyak_Bali,474
309355,4.48936,Seminyak_Bali,305
302392,4.44094,Seminyak_Bali,370
590208,4.36585,Seminyak_Bali,0
758191,4.25926,Seminyak_Bali,496
635080,4.25,Seminyak_Bali,0
312457,3.54,Seminyak_Bali,224
148043,4.37011,San_Juan_Puerto_Rico,353
949988,4.33333,San_Juan_Puerto_Rico,142
151832,4.22034,San_Juan_Puerto_Rico,226
268429,4.21519,San_Juan_Puerto_Rico,132
149920,3.94583,San_Juan_Puerto_Rico,354
677598,3.86538,San_Juan_Puerto_Rico,400
151961,3.83883,San_Juan_Puerto_Rico,152
151679,3.8209,San_Juan_Puerto_Rico,189
639686,3.67778,San_Juan_Puerto_Rico,110
600604,3.61765,San_Juan_Puerto_Rico,273
151941,3.5045,San_Juan_Puerto_Rico,127
149921,3.49574,San_Juan_Puerto_Rico,306
249485,3.34921,San_Juan_Puerto_Rico,166
150444,3.33945,San_Juan_Puerto_Rico,255
150443,3.32854,San_Juan_Puerto_Rico,277
150496,3.31098,San_Juan_Puerto_Rico,265
498911,3.2439,San_Juan_Puerto_Rico,192
148560,3.13333,San_Juan_Puerto_Rico,139
209621,2.65158,San_Juan_Puerto_Rico,244
253693,2.51515,San_Juan_Puerto_Rico,180
297791,2.5,San_Juan_Puerto_Rico,91
151823,2.15625,San_Juan_Puerto_Rico,186
242220,1.89764,San_Juan_Puerto_Rico,138
224953,4.70968,San_Francisco_California,686
80983,4.61674,San_Francisco_California,275
224948,4.57431,San_Francisco_California,329
217844,4.56308,San_Francisco_California,271
81126,4.54967,San_Francisco_California,493
81409,4.53901,San_Francisco_California,275
618542,4.50505,San_Francisco_California,278
80925,4.48571,San_Francisco_California,160
268533,4.48212,San_Francisco_California,304
112373,4.47531,San_Francisco_California,230
115644,4.46238,San_Francisco_California,207
574449,4.45299,San_Francisco_California,495
81450,4.44048,San_Francisco_California,508
81204,4.43284,San_Francisco_California,379
506418,4.41631,San_Francisco_California,372
112307,4.40936,San_Francisco_California,245
119658,4.34422,San_Francisco_California,172
81394,4.33945,San_Francisco_California,224
676408,4.30952,San_Francisco_California,343
113940,4.30719,San_Francisco_California,192
119657,4.30387,San_Francisco_California,137
81177,4.30194,San_Francisco_California,265
81444,4.28085,San_Francisco_California,331
81985,4.26697,San_Francisco_California,382
112293,4.24545,San_Francisco_California,110
119601,4.22892,San_Francisco_California,134
223955,4.20536,San_Francisco_California,299
80797,4.20417,San_Francisco_California,427
112360,4.19417,San_Francisco_California,196
81114,4.18367,San_Francisco_California,212
81110,4.15789,San_Francisco_California,400
119643,4.15287,San_Francisco_California,192
501344,4.13333,San_Francisco_California,97
81249,4.12871,San_Francisco_California,82
112347,4.12389,San_Francisco_California,231
81022,4.10949,San_Francisco_California,269
81809,4.10204,San_Francisco_California,209
224956,4.09615,San_Francisco_California,208
81215,4.09357,San_Francisco_California,385
217813,4.09231,San_Francisco_California,156
80780,4.07621,San_Francisco_California,258
80808,4.04828,San_Francisco_California,141
279426,4.03236,San_Francisco_California,276
113923,4.01887,San_Francisco_California,231
119665,4.00826,San_Francisco_California,132
81397,4.00791,San_Francisco_California,364
243535,4.00546,San_Francisco_California,158
81165,4,San_Francisco_California,369
81192,3.994,San_Francisco_California,278
80864,3.98684,San_Francisco_California,179
81209,3.9771,San_Francisco_California,170
80917,3.96667,San_Francisco_California,200
80802,3.96371,San_Francisco_California,326
81416,3.91304,San_Francisco_California,203
112325,3.90667,San_Francisco_California,239
80747,3.90222,San_Francisco_California,436
81141,3.89726,San_Francisco_California,287
81087,3.86432,San_Francisco_California,269
81038,3.84733,San_Francisco_California,236
80920,3.83929,San_Francisco_California,163
124765,3.83708,San_Francisco_California,272
81169,3.83526,San_Francisco_California,141
81315,3.82627,San_Francisco_California,367
112304,3.82609,San_Francisco_California,185
80990,3.81295,San_Francisco_California,391
115623,3.79412,San_Francisco_California,386
82116,3.775,San_Francisco_California,119
268240,3.75912,San_Francisco_California,210
80930,3.75248,San_Francisco_California,157
115625,3.73684,San_Francisco_California,471
81019,3.73569,San_Francisco_California,227
112303,3.72316,San_Francisco_California,219
81529,3.71698,San_Francisco_California,337
81514,3.71667,San_Francisco_California,280
226834,3.71329,San_Francisco_California,102
654030,3.70638,San_Francisco_California,349
81082,3.69355,San_Francisco_California,285
80793,3.67219,San_Francisco_California,339
81103,3.67073,San_Francisco_California,314
81459,3.66292,San_Francisco_California,227
119593,3.656,San_Francisco_California,105
80774,3.64596,San_Francisco_California,148
80999,3.62587,San_Francisco_California,348
81367,3.625,San_Francisco_California,121
81466,3.61176,San_Francisco_California,197
81669,3.55556,San_Francisco_California,524
80756,3.55414,San_Francisco_California,113
81803,3.55357,San_Francisco_California,228
82114,3.53488,San_Francisco_California,116
81237,3.51,San_Francisco_California,235
81363,3.50704,San_Francisco_California,223
80937,3.48889,San_Francisco_California,172
